epoch,train_loss,train_acc,test_loss,test_acc
34,0.8377096792797983,0.6662808641975309,0.9713899073777376,0.6068672839506173
35,1.0535281440358104,0.5713734567901234,1.127434574527505,0.5150462962962963
36,1.0726749109633176,0.5513117283950617,0.9946716832525936,0.6080246913580247
37,1.0545101614645969,0.5590277777777778,1.0323118442370567,0.5690586419753086
38,1.0168691409958734,0.5667438271604939,0.9914372055618851,0.5925925925925926
39,0.9555907977951897,0.6010802469135802,0.986250419675568,0.5995370370370371
40,0.9545972641603446,0.6091820987654321,1.2067256290235637,0.4513888888888889
41,1.076113741338989,0.5447530864197531,1.0360430736600617,0.5783179012345679
42,1.01951429799751,0.5652006172839507,1.0330469071129222,0.5871913580246914
43,0.9741023580233256,0.5925925925925926,1.0157589905055953,0.5987654320987654
44,0.9763966210094499,0.6068672839506173,0.9928741219602986,0.59375
45,0.964648950247117,0.6049382716049383,1.033101945011704,0.5821759259259259
46,0.9786977841530318,0.6068672839506173,0.9898250728477667,0.5949074074074074
47,0.9483158286706901,0.623070987654321,0.9687105799898689,0.6157407407407407
48,0.9912670328293318,0.5852623456790124,1.0191745699187855,0.5817901234567902
49,0.9591242774033252,0.621141975308642,0.979195257027944,0.6157407407407407
50,0.9377374980184767,0.6111111111111112,0.9737283918592665,0.6107253086419753
51,0.9372516914650246,0.6114969135802469,0.967568051667861,0.6122685185185185
52,0.918406703589875,0.6307870370370371,0.9980232472772952,0.5848765432098766
53,0.9388562521816771,0.6157407407407407,0.9657144156503089,0.6022376543209876
54,0.8994772456310414,0.6381172839506173,0.9609067108896043,0.6134259259259259
55,0.9027595512660933,0.6338734567901234,0.9453949847339113,0.6219135802469136
56,0.9095482252262257,0.6238425925925926,0.9565742472071707,0.6168981481481481
57,0.8945645115993641,0.6373456790123457,0.9321404651359275,0.628858024691358
58,0.8734105854858587,0.6477623456790124,0.9519621030783948,0.6257716049382716
59,0.8772950856773941,0.6392746913580247,0.9723554801793746,0.5995370370370371
60,0.8516748451892241,0.6496913580246914,0.9470513992839389,0.6273148148148148
61,0.867535009060377,0.6466049382716049,0.9583646478476348,0.6014660493827161
62,0.8492491414517532,0.6724537037037037,0.9159678676981985,0.6427469135802469
63,0.8571885717503819,0.6658950617283951,0.9571917472798147,0.6072530864197531
64,0.8555675207832714,0.6585648148148148,0.9619186538972972,0.6037808641975309
65,0.8545359902911716,0.6597222222222222,1.0133617093533644,0.597608024691358
66,0.8873611563517724,0.6520061728395061,0.9232513293807889,0.6408179012345679
67,0.8588950074749229,0.6550925925925926,0.9023189614584417,0.6377314814814815
68,0.8486681808660059,0.6458333333333334,0.9137887586782008,0.6442901234567902
69,0.8104199921643293,0.6739969135802469,0.9037088001215899,0.6450617283950617
70,0.8190798406247739,0.6701388888888888,1.000723629086106,0.6145833333333334
71,0.8415209124853582,0.6697530864197531,0.9045710758662519,0.6342592592592593
72,0.8245419300632713,0.6624228395061729,0.9150397284531299,0.6381172839506173
73,0.816766153883051,0.6743827160493827,0.9324789510832893,0.6242283950617284
74,0.8302621120288048,0.6658950617283951,0.9433322497356085,0.6261574074074074
75,0.8049104574285908,0.6701388888888888,0.9344413740399443,0.6307870370370371
76,0.801515593940829,0.6813271604938271,0.879301752941108,0.6597222222222222
77,0.8093981893710148,0.6766975308641975,0.8853889486671965,0.6450617283950617
78,0.8302826255927851,0.6770833333333334,0.8977587598341482,0.6485339506172839
79,0.8174521452114906,0.6763117283950617,0.903774364494983,0.6319444444444444
80,0.9751862758471642,0.5979938271604939,0.9038837614618702,0.6466049382716049
81,1.0231883157918482,0.5690586419753086,1.1076559946860796,0.5223765432098766
82,0.9907268263675548,0.5767746913580247,0.9790762640811779,0.5949074074074074
83,0.9477760997819312,0.5979938271604939,0.928441219859653,0.6342592592592593
84,0.9355370034406214,0.6134259259259259,0.9097688455640534,0.6327160493827161
85,0.8989951794530139,0.6334876543209876,0.8890725289597924,0.6481481481481481
86,0.8700638832869353,0.6400462962962963,0.8876111676663528,0.6466049382716049
87,0.8634422002015291,0.6439043209876543,1.803049358320825,0.47762345679012347
88,0.8479750001872027,0.6620370370370371,0.8782088484293149,0.6462191358024691
89,0.8387862414489557,0.6589506172839507,0.8740690129774588,0.6516203703703703
90,0.8917616951612779,0.6385030864197531,0.8805100483658873,0.6493055555555556
91,0.852655131139873,0.654320987654321,0.8657852308249768,0.6566358024691358
92,0.824902285028387,0.6797839506172839,0.8614671057389106,0.6550925925925926
93,0.8142370559551098,0.6801697530864198,0.8467778581895946,0.6709104938271605
94,0.809419188970401,0.685570987654321,0.9550451077060935,0.6099537037037037
95,0.802573577121452,0.6801697530864198,0.8882579880732077,0.6504629629629629
96,0.7806183394090629,0.6863425925925926,0.8606015719749309,0.6643518518518519
97,0.7922925794566119,0.6766975308641975,0.9468977050280866,0.6076388888888888
98,0.8391400693375387,0.658179012345679,0.8817758181212861,0.6454475308641975
99,0.8188452632338913,0.6662808641975309,0.8654911393000756,0.6670524691358025
100,0.8171848897580747,0.6655092592592593,0.8534437719686532,0.6643518518518519
